user_id,ab_group,sum_views,retention_1,retention_7
5674224,ctrl,3,True,False
2163268,test,12,True,False
4868147,test,4,False,False
716322,test,33,True,False
6014136,test,17,False,False
2782388,test,16,False,False
6207216,ctrl,90,True,True
2378938,test,1,False,False
3539105,test,30,True,False
4838274,ctrl,2,False,False
9447530,test,2,False,False
7187916,test,11,False,False
1558486,ctrl,3,True,False
307099,ctrl,5,True,False
7511135,ctrl,9,False,False
7790994,test,149,True,True
650391,ctrl,438,True,True
634597,test,17,False,False
5147029,ctrl,15,False,False
9483605,ctrl,131,True,True
5365755,test,4,False,False
7299185,ctrl,9,True,False
5420564,test,10,True,False
4711733,test,136,True,False
8129214,ctrl,49,True,False
6301610,ctrl,181,True,False
7411063,ctrl,35,True,False
3925138,ctrl,63,True,True
8026990,test,1,False,False
7911742,ctrl,13,True,False
3555827,ctrl,95,True,False
6722815,test,34,False,False
615671,ctrl,129,True,True
761962,test,1,False,False
2866770,ctrl,108,True,False
3640630,ctrl,2,False,False
5734919,test,5,False,False
7559465,ctrl,340,True,True
5712755,ctrl,4,True,False
2184738,test,42,True,True
3181789,ctrl,6,False,False
7778067,ctrl,6,True,False
6669019,ctrl,119,True,True
3700492,ctrl,10,False,False
1035835,ctrl,76,True,True
8818478,test,2,False,False
3246459,test,43,True,False
8435911,ctrl,9,False,False
3544652,ctrl,7,False,False
8497244,test,33,False,False
682971,test,1,False,False
1175166,test,6,True,False
4673334,ctrl,5,False,False
3634358,test,15,True,False
876087,test,42,False,False
9804505,test,3,False,False
5812414,ctrl,54,True,True
5938899,test,24,False,False
1192604,ctrl,13,False,False
3103890,test,0,False,False
6275416,ctrl,41,True,False
81532,ctrl,2,False,False
1034261,test,11,False,False
8484274,test,6,False,False
4599815,ctrl,8,False,False
6356974,test,175,True,True
7866894,ctrl,65,True,True
7931643,test,16,True,False
8529870,ctrl,1,False,False
7723510,ctrl,1,False,False
8775258,ctrl,6,False,False
9977405,test,23,False,False
8393034,test,14,True,True
8659794,test,14,True,False
3283830,ctrl,8,False,False
9183594,test,6,False,False
2196610,ctrl,47,True,False
9765382,test,2,False,False
6110111,test,1,True,False
3385676,ctrl,33,False,False
8647271,ctrl,41,False,False
2744418,ctrl,70,True,False
8868112,ctrl,17,False,False
307479,test,18,False,False
6802532,ctrl,460,True,True
5242421,ctrl,31,False,False
4691207,test,229,True,True
795372,ctrl,12,False,True
2482484,test,15,True,False
7153365,test,30,False,False
4532566,test,16,True,False
4077499,ctrl,2,False,False
9422204,ctrl,98,True,True
879118,ctrl,23,True,False
3287434,ctrl,5,False,False
405158,test,26,True,False
3535324,test,1,False,False
8599258,test,274,True,True
6993103,test,19,False,False
3964817,test,6,False,False
6575671,ctrl,14,False,False
9133152,ctrl,542,True,True
9422380,test,15,False,False
2031017,test,6,False,False
3818931,test,89,False,False
5898859,ctrl,12,False,False
8756645,ctrl,25,True,False
6200981,ctrl,47,True,False
1643119,ctrl,9,False,False
2696729,ctrl,14,False,False
1716168,test,66,True,False
9383704,test,4,False,False
6795480,ctrl,8,False,False
3203799,test,131,True,False
2619134,test,26,True,False
15173,ctrl,8,False,False
5246581,ctrl,14,False,False
4784610,test,6,False,False
2276397,ctrl,50,False,False
7633807,test,5,False,False
5163084,test,4,False,False
538301,test,3,False,False
4440418,test,352,True,True
4389966,ctrl,6,True,False
4489112,test,6,True,False
4106505,test,1,False,False
125058,ctrl,38,True,False
7915433,test,5,False,False
1564483,ctrl,24,False,True
4638255,ctrl,32,False,False
4068538,test,80,True,True
5175490,ctrl,35,True,False
4064195,test,0,False,False
1725675,test,1,False,False
8720454,ctrl,127,True,False
2298315,test,4,False,False
3555142,ctrl,1,False,False
5370954,ctrl,8,True,False
8190607,ctrl,8,False,False
4275587,ctrl,1,False,False
8030350,ctrl,6,False,False
786240,test,11,False,False
4541687,test,1,False,False
2232938,test,135,True,True
8433965,test,65,True,True
2323884,ctrl,35,True,False
6506581,ctrl,6,False,False
3186,test,4,False,False
896803,ctrl,0,False,False
5580530,ctrl,12,False,False
5120225,test,38,False,True
4428952,ctrl,16,True,False
9334513,test,34,False,True
4980293,test,184,True,True
8728670,ctrl,4,True,False
6347074,ctrl,36,True,False
7682047,ctrl,20,True,False
7860885,ctrl,11,False,False
7307416,ctrl,17,False,False
2838418,test,3,False,False
173654,ctrl,14,False,False
741944,test,138,True,True
3586115,test,11,False,False
6389079,ctrl,31,True,True
9404752,ctrl,177,True,True
7206536,test,4,False,False
6230674,ctrl,25,True,False
1614046,test,3,False,False
5899725,ctrl,21,True,False
9156967,ctrl,108,False,True
9264009,ctrl,6,False,False
3090862,ctrl,17,False,False
9057661,test,5,False,False
8616062,test,8,False,False
6816335,ctrl,4,False,False
5102102,ctrl,10,False,False
1095168,test,14,False,False
9181778,test,580,True,True
1541241,test,18,False,False
4204003,ctrl,10,True,False
2557923,test,1,False,False
1884830,ctrl,5,False,False
221798,test,9,False,False
126289,ctrl,44,True,False
8122598,test,4,False,False
683213,ctrl,44,False,False
9672624,ctrl,2,False,False
8798700,ctrl,18,True,False
258612,ctrl,277,True,True
2809518,ctrl,28,True,False
8545904,test,27,False,False
1379985,test,8,False,False
6864978,test,51,True,False
2496160,ctrl,7,False,False
3999798,ctrl,35,True,False
2184600,test,54,True,False
7285682,ctrl,20,False,False
9702018,ctrl,5,False,False
8433052,test,22,True,True
8648790,test,15,False,False
4310561,ctrl,71,True,True
7946933,ctrl,3,False,False
6748291,ctrl,115,True,True
5203187,test,558,True,True
8172800,test,7,False,False
1540193,ctrl,46,True,False
4050692,ctrl,22,False,False
2537405,ctrl,20,True,False
9780523,test,9,False,False
235996,test,245,True,False
6518662,ctrl,8,True,False
5595110,test,14,False,True
1495264,test,1,False,False
3826639,ctrl,5,False,False
5494116,test,4,False,False
1771137,test,1,False,False
8163430,test,19,False,False
7430647,ctrl,8,True,False
5118647,ctrl,6,False,False
129284,test,2,False,False
1762271,test,3,False,False
592347,ctrl,307,True,True
8935572,ctrl,31,False,False
2600716,ctrl,29,True,False
7931113,ctrl,3,False,False
3104133,ctrl,257,True,True
9659707,ctrl,3,False,False
5864282,ctrl,37,True,False
5798505,test,19,False,False
387797,ctrl,46,True,False
4003804,test,0,False,False
2882631,test,1,False,False
7266773,ctrl,18,True,False
4992828,ctrl,19,True,False
3898858,ctrl,17,False,False
1361108,ctrl,10,True,True
1525225,ctrl,170,True,False
309798,ctrl,21,False,False
4860635,ctrl,21,True,False
7621950,test,17,False,False
8890229,test,1,False,False
3110464,ctrl,398,True,False
8152659,ctrl,32,True,False
1399440,test,1,False,False
5710118,ctrl,32,True,True
5978905,test,246,True,False
7500812,ctrl,71,False,False
7928714,ctrl,3,False,False
1857845,ctrl,89,True,True
5406524,test,5,False,False
3538780,ctrl,13,False,True
3936059,ctrl,89,True,True
1668232,ctrl,15,True,False
1541472,test,67,False,True
2151574,ctrl,26,True,False
5783117,test,31,True,True
371064,ctrl,7,False,False
1339006,test,104,True,True
8906642,test,2,False,False
3018238,test,1,False,False
3690150,test,162,True,False
7917680,test,26,True,False
5584976,test,5,False,False
6508086,test,0,False,False
7096905,ctrl,61,True,True
9386661,ctrl,6,False,False
1414321,test,121,True,False
781294,ctrl,103,False,False
1749204,ctrl,128,True,True
5198699,ctrl,16,False,False
8611844,test,360,True,True
2199001,test,27,True,False
7064619,test,23,True,False
2384727,test,238,True,False
9471208,test,3,False,True
2244159,test,14,False,False
8835983,ctrl,5,False,False
3590950,test,53,True,False
8330859,test,3,False,False
6299100,ctrl,6,False,False
6676352,ctrl,172,True,False
2473744,test,30,True,False
9462819,ctrl,46,True,False
4014738,test,374,True,True
7547664,ctrl,3,False,False
9043357,test,27,False,False
9653973,ctrl,49,True,False
3864578,ctrl,38,False,False
6372507,test,42,False,False
8354352,ctrl,104,True,False
2358593,ctrl,2,False,False
6096799,ctrl,90,False,True
5041957,ctrl,83,True,True
3494431,ctrl,25,True,False
8450908,test,23,False,False
8045623,ctrl,22,True,False
9614449,ctrl,79,True,True
6547103,test,43,True,False
2974528,ctrl,3,False,False
5195800,ctrl,374,True,True
872854,ctrl,10,False,False
6993552,ctrl,65,True,False
9730847,ctrl,24,True,True
5132188,ctrl,13,False,False
2048151,ctrl,7,False,False
1018732,ctrl,55,True,False
9002485,ctrl,22,False,False
3488422,ctrl,30,False,False
9514642,test,6,False,False
6991515,test,495,True,True
6327379,ctrl,0,False,False
8344442,ctrl,7,False,False
9623215,test,10,True,False
8300855,ctrl,18,False,False
3965991,ctrl,3,False,False
786455,ctrl,260,True,True
4894194,ctrl,9,False,False
3977248,test,15,False,False
9048094,ctrl,1,False,False
7281282,test,12,False,False
8371983,test,463,False,False
6681311,ctrl,6,False,False
1922954,test,248,True,True
6810760,ctrl,26,False,False
201868,test,2,False,False
2048364,test,5,False,False
2989821,test,50,True,False
8913838,ctrl,65,True,False
9495493,test,5,False,False
3441943,ctrl,121,True,False
4922417,test,15,False,False
8225848,ctrl,2,False,False
4516538,ctrl,13,False,False
4889243,ctrl,176,True,True
9290877,ctrl,157,True,True
1310431,ctrl,0,False,False
645061,test,59,True,False
6999226,ctrl,34,True,False
9401043,ctrl,9,False,False
8490633,ctrl,14,False,False
9086312,ctrl,56,True,True
6132354,ctrl,136,True,False
5026441,test,10,True,False
120664,test,20,True,False
9811199,ctrl,99,True,True
1382374,ctrl,431,False,True
7747239,ctrl,4,False,False
4649826,test,17,True,False
125523,ctrl,344,True,True
820115,ctrl,13,False,False
8213161,test,6,False,False
2022413,test,5,True,False
7924835,ctrl,8,True,False
8524912,test,3,False,False
4359265,test,2,False,False
581264,test,91,True,True
2157448,ctrl,0,False,False
2228469,test,3,False,False
3818120,ctrl,6,False,False
1893158,ctrl,28,False,False
5484697,ctrl,1,False,False
6851495,ctrl,70,False,True
926448,test,15,True,False
8887149,ctrl,18,False,False
8269516,test,2,False,False
9492755,ctrl,74,True,False
1625192,ctrl,260,True,True
2632896,ctrl,4,False,False
5071343,ctrl,69,True,True
1885949,ctrl,28,False,False
3336003,test,5,False,False
2297061,test,30,True,False
2933251,test,37,False,True
6045901,test,69,True,True
1217377,test,33,True,False
1443379,test,9,True,False
1082753,test,106,True,True
5218888,ctrl,9,True,False
7470617,ctrl,4,False,False
5149389,ctrl,10,False,False
8966221,test,92,False,False
574215,test,14,False,False
5123321,ctrl,1,False,False
5742030,ctrl,0,False,False
3042697,ctrl,79,False,False
8794707,test,4,False,False
5923745,test,31,False,False
5996817,test,74,True,False
3367088,test,22,True,False
4578879,test,107,True,False
4565319,ctrl,17,True,False
6046266,test,54,True,False
5911264,test,53,False,False
1548914,ctrl,12,True,False
8362392,test,11,True,False
3920658,ctrl,0,False,False
2706334,test,1,False,False
9582218,ctrl,45,True,False
7952242,ctrl,12,True,False
5016645,ctrl,96,True,False
453347,ctrl,9,False,False
9754123,ctrl,29,False,False
468090,ctrl,394,True,False
6231804,test,33,True,False
9245268,test,105,True,False
4541539,test,19,True,False
6590073,test,8,False,False
9437781,ctrl,9,False,False
5090192,ctrl,15,False,True
561657,ctrl,20,False,False
5572618,ctrl,11,False,False
8569035,ctrl,57,True,False
7611877,ctrl,14,False,True
8561666,ctrl,20,True,False
9919394,ctrl,44,False,False
8997093,ctrl,115,True,False
5072829,ctrl,48,False,False
5753641,test,84,True,True
7700789,ctrl,19,True,False
7025869,ctrl,85,True,True
811635,test,9,False,False
630102,ctrl,85,True,True
1418019,ctrl,31,True,False
5596313,test,9,False,False
3161749,test,2,False,False
652245,ctrl,13,False,False
2633115,test,11,False,False
328698,ctrl,28,True,True
3004834,ctrl,113,True,True
1806859,ctrl,5,False,False
2728184,test,194,True,False
2927417,test,88,True,False
4704803,ctrl,4,False,False
714491,test,9,False,False
9721124,ctrl,20,True,False
9175766,ctrl,94,True,False
2240343,test,4,False,False
5703901,ctrl,12,False,False
5352240,ctrl,1,False,False
2800198,ctrl,13,True,False
573477,test,1,False,False
2915994,ctrl,208,True,False
8459010,test,37,False,True
2948358,ctrl,1,False,False
6866014,test,0,False,False
5120475,test,1,False,False
6910929,ctrl,59,True,False
953781,test,63,True,False
8943973,ctrl,23,False,False
7756678,ctrl,15,False,False
2583114,ctrl,16,False,False
9853469,ctrl,6,False,False
4818489,ctrl,12,False,False
8678940,test,13,False,False
7058777,ctrl,148,True,True
4196901,ctrl,0,False,False
2700083,ctrl,8,False,False
8220886,test,45,True,False
3755043,test,1,False,False
8899816,ctrl,32,True,True
6026802,ctrl,21,False,False
1137375,test,7,False,False
6857546,ctrl,13,False,False
4808173,test,11,False,False
9213351,test,10,False,False
2667571,ctrl,8,False,False
7219563,test,158,True,True
8364948,test,27,True,False
3525933,ctrl,11,True,False
4361076,test,1,False,False
3674367,test,219,True,False
8775139,ctrl,62,True,True
981044,ctrl,61,False,True
7637634,test,141,True,True
8433234,test,36,True,False
9192229,ctrl,6,False,False
8479504,test,7,True,False
6751376,ctrl,15,True,False
8301658,test,18,False,False
7531805,ctrl,705,True,True
4383518,ctrl,4,False,False
8256,test,14,False,False
3394244,ctrl,22,False,False
4340439,ctrl,1,False,False
9316502,test,20,False,True
7902931,ctrl,569,True,False
1864111,ctrl,217,True,False
685544,ctrl,20,False,False
3208766,test,0,False,False
7453277,test,702,True,True
2662564,ctrl,14,True,True
2175508,test,101,True,True
2762075,test,5,True,False
322024,ctrl,54,True,True
8227163,test,272,True,False
763631,test,7,False,False
2842275,test,72,True,True
5771385,ctrl,23,True,True
4045359,ctrl,1,False,False
4907842,ctrl,1,False,False
7340752,ctrl,4,False,False
2382207,ctrl,13,False,False
5387407,ctrl,6,False,False
9922893,test,3,False,False
9107812,test,0,False,False
6767536,ctrl,242,True,True
220185,test,17,True,False
7074443,ctrl,9,False,False
3129156,ctrl,17,True,False
4322523,ctrl,15,True,False
6448096,ctrl,12,False,False
7815253,ctrl,1,False,False
6293670,ctrl,33,True,False
425282,ctrl,0,False,False
9977015,test,5,False,False
7657812,ctrl,15,False,False
6284661,ctrl,11,True,False
916612,test,1,False,False
8511001,ctrl,53,True,True
6514445,test,111,True,False
4700480,ctrl,123,True,True
3086762,test,62,True,False
8192786,test,4,False,False
2477551,test,22,True,False
2150284,ctrl,4,False,False
8251549,ctrl,67,False,False
9502884,test,37,True,False
5825034,ctrl,26,True,False
2056801,test,0,False,False
3264362,ctrl,6,False,False
7729931,test,4,False,False
2083255,test,3,False,False
2233864,test,20,False,False
7321080,ctrl,39,True,False
6375763,ctrl,47,False,False
3448948,ctrl,1,False,False
7160394,test,155,True,False
540,test,187,True,True
4610989,ctrl,193,True,True
2810018,test,44,True,True
2328164,ctrl,726,True,True
685057,ctrl,6,False,False
713671,test,43,True,False
6568410,ctrl,64,False,True
6951816,test,9,False,False
4215723,test,0,False,False
725161,ctrl,4,False,False
2433303,ctrl,50,True,False
2510090,ctrl,8,False,False
6031122,test,121,False,True
3691221,test,178,True,False
4920206,test,4,False,False
210788,test,6,True,False
4831873,test,1,False,False
3008971,test,583,True,True
8857309,test,19,True,False
5696479,test,3,False,False
7555018,ctrl,4,False,False
3064787,ctrl,24,True,False
5282139,test,55,True,False
8569112,test,24,False,False
3965370,ctrl,72,True,True
1403570,ctrl,15,True,False
8512414,ctrl,11,True,False
4873157,ctrl,215,True,True
379531,test,25,True,True
276144,test,2,False,False
788456,ctrl,9,False,False
2434485,test,50,True,False
9728571,ctrl,1,False,False
314930,test,208,True,True
9460187,ctrl,148,True,False
1643964,test,106,True,True
5669005,ctrl,43,True,False
8276115,test,55,True,False
4245114,test,30,True,False
4186746,ctrl,25,False,False
1883528,ctrl,28,True,False
8754946,ctrl,9,False,False
5994347,ctrl,2,False,False
3189767,test,22,True,False
5705973,ctrl,214,False,True
9437658,ctrl,51,True,False
7245833,ctrl,32,True,False
5321496,ctrl,94,False,False
4963532,test,4,True,False
3248801,test,70,True,False
8579954,test,8,True,False
2863812,ctrl,17,True,False
8540796,ctrl,43,True,True
2911030,ctrl,13,True,False
8195690,ctrl,91,True,False
4737621,ctrl,2,False,False
189024,test,2,True,False
8429169,test,5,False,False
977155,test,2,False,False
5841184,ctrl,17,False,False
4192578,ctrl,176,True,False
9252719,test,38,False,False
5602324,ctrl,1,False,False
2644128,test,16,False,True
2375726,test,226,True,True
6075182,test,3,False,False
5445232,test,64,True,False
2201298,ctrl,86,True,False
6632911,test,1,False,False
7424209,ctrl,42,True,False
3296986,ctrl,0,False,False
7936478,test,106,True,True
4609976,ctrl,12,False,False
2578609,ctrl,18,False,False
3042454,ctrl,1,False,False
3271375,ctrl,24,False,False
6590020,ctrl,7,True,False
3660524,ctrl,17,True,True
9237090,test,27,True,False
5991015,test,9,True,False
1587789,ctrl,0,False,False
9759002,ctrl,4,False,False
6430550,ctrl,1,False,False
6261116,test,13,False,False
1365578,ctrl,19,False,False
7549427,ctrl,251,True,True
5850678,ctrl,17,False,False
8981584,ctrl,8,False,False
488020,ctrl,27,True,False
5812906,ctrl,96,True,True
4367442,test,40,True,False
7879161,test,3,False,False
1301923,test,7,True,False
6995952,test,4,False,True
5838548,test,8,False,False
1518403,test,13,False,False
6535967,test,449,True,True
8523958,test,2,False,False
9255736,test,20,False,False
5422095,ctrl,43,True,False
5476630,ctrl,25,True,False
2868279,test,76,True,True
6344629,ctrl,1,False,False
9976223,test,15,False,False
7371358,ctrl,41,True,False
7884530,test,283,True,True
4146167,test,69,True,True
4818176,ctrl,13,False,False
7147145,test,10,False,False
6185006,test,11,False,False
4736921,test,9,True,False
8847693,test,26,True,False
2466408,test,21,False,False
291706,ctrl,46,True,False
8938817,test,324,True,False
4481399,test,6,False,False
2382641,test,162,True,False
812583,ctrl,20,False,False
5649934,ctrl,25,False,True
7018265,ctrl,61,False,True
276853,ctrl,6,False,True
3490856,ctrl,19,True,False
2733859,test,68,False,True
8245711,ctrl,3,False,False
8496736,ctrl,234,True,False
8243973,test,321,True,True
3003625,test,31,True,True
7303999,test,2,False,False
2424681,ctrl,85,True,False
3352318,test,124,True,False
2902401,ctrl,5,False,False
800750,test,18,True,False
3473854,ctrl,18,True,True
7798803,ctrl,16,False,False
3505574,ctrl,1,False,False
1194266,ctrl,112,True,False
7979863,test,233,True,True
2161289,ctrl,2,False,False
1749642,ctrl,7,False,False
6295002,test,34,True,False
4184404,ctrl,4,False,False
3379322,ctrl,27,False,False
216581,test,7,False,False
7231749,ctrl,15,False,False
6539793,test,38,False,False
3199224,test,161,True,False
7551478,ctrl,5,False,False
6712381,ctrl,168,True,True
3641357,ctrl,38,False,False
7907699,test,8,False,False
9613334,ctrl,3,False,False
5779317,ctrl,1,False,False
4993000,ctrl,419,True,True
7639683,test,37,False,False
5665554,test,1,False,False
735223,test,8,False,False
5503066,ctrl,10,True,False
3202087,test,6,False,False
1678657,test,8,False,False
2878552,ctrl,14,False,False
1702994,ctrl,3,False,False
4148801,test,0,False,False
1987282,ctrl,119,False,True
6070698,test,9,False,False
9464975,test,12,False,False
369150,ctrl,27,True,False
7120598,ctrl,2,False,False
7765240,test,1,False,False
7441121,test,0,False,False
9967612,test,71,True,False
579043,ctrl,0,False,False
2121812,ctrl,1,False,False
3096129,test,41,True,False
3238307,test,2,False,False
7094578,test,9,False,False
8196179,test,52,True,True
157168,test,32,True,False
9766075,test,30,True,False
7180800,ctrl,3,False,False
2165551,ctrl,52,True,True
3049080,ctrl,5,False,False
7269188,test,8,False,False
7004806,ctrl,472,True,True
4676834,ctrl,29,True,False
5778010,test,55,True,True
9546422,ctrl,94,True,True
48990,test,3,False,False
3881453,ctrl,13,False,False
2949863,test,96,True,False
7145698,test,17,False,True
278952,ctrl,20,False,False
5676241,test,9,False,False
2054216,ctrl,23,True,False
4796112,test,0,False,False
5346628,test,26,True,False
647391,ctrl,394,True,True
444760,ctrl,165,True,True
3926850,ctrl,34,False,False
3800980,test,244,True,True
1586606,ctrl,10,False,False
36761,test,134,True,True
5632783,test,5,False,False
4208337,ctrl,43,False,False
5182983,test,11,True,False
4124327,ctrl,1,False,False
6644906,test,43,False,False
9293380,test,81,True,False
2116752,test,0,True,False
1038035,ctrl,0,False,False
5403499,ctrl,29,True,False
7309066,ctrl,21,False,False
5708873,ctrl,81,True,True
5612287,test,9,False,False
1536279,test,5,False,False
7418642,test,7,False,False
9123525,test,54,True,False
9499653,ctrl,551,False,True
7733225,test,4,False,False
3879365,test,97,True,False
9827699,ctrl,101,True,False
6861582,ctrl,16,False,False
6632996,ctrl,15,False,False
8142800,ctrl,2,False,False
3188191,test,158,True,True
2248760,test,1,False,False
7627693,ctrl,5,False,False
7904474,ctrl,19,False,True
3143332,ctrl,19,True,False
1314795,test,3,False,False
6824285,test,7,False,False
5524036,ctrl,3,False,False
1286238,test,8,False,False
2975467,test,1,False,False
581406,ctrl,27,False,False
7610899,test,4,False,False
2503755,ctrl,39,False,False
8603451,ctrl,60,True,False
423281,ctrl,1,False,False
6038191,ctrl,94,True,True
6082784,test,19,False,False
7163920,test,219,True,False
5749325,test,37,True,False
7422375,test,11,False,False
3908971,test,17,True,False
2053509,test,79,False,False
1317404,test,54,True,True
1970985,ctrl,9,False,False
5538754,ctrl,335,True,True
4400729,ctrl,7,False,False
4592557,test,1,False,False
4320565,ctrl,64,True,True
4115994,ctrl,3,False,False
5491290,ctrl,23,True,False
1646351,ctrl,2,False,False
6289173,test,16,False,False
643258,ctrl,10,False,False
4218745,ctrl,4,False,False
68856,ctrl,1,False,False
7434155,ctrl,207,True,True
5496473,ctrl,6,False,False
7255283,ctrl,0,False,False
5617372,test,338,True,False
2133808,test,39,True,False
9022434,ctrl,10,False,False
3267410,ctrl,2,False,False
1291501,ctrl,254,False,True
9422222,test,140,False,True
2297252,ctrl,13,True,False
6676363,ctrl,1,False,False
551957,test,154,True,False
2053871,test,5,False,False
5231930,test,11,True,False
3730708,ctrl,20,True,False
8805793,ctrl,64,False,False
6856444,ctrl,5,False,False
262491,ctrl,100,True,False
92161,ctrl,18,False,False
8500859,ctrl,10,True,False
3739694,test,26,True,False
911948,ctrl,17,False,False
4031497,test,6,False,False
2950321,ctrl,4,False,False
9669238,ctrl,29,True,False
2930515,ctrl,6,False,False
9956097,test,8,True,False
4209366,ctrl,24,True,False
6442067,test,53,True,False
5950658,ctrl,6,False,False
2292481,test,19,True,False
6454880,test,11,False,False
4398885,test,143,True,True
4601248,ctrl,28,False,False
5131968,test,23,False,False
8478444,ctrl,33,True,True
870132,test,26,True,False
6567418,ctrl,54,True,False
7941454,ctrl,1,False,False
3356381,ctrl,9,False,False
727034,test,82,False,True
